timestamp,instancia_id,nombre_servicio,protocolo,throughput_rpm,error_rate_percent,latency_p95_ms,cpu_percent,memory_usage_percent,active_connections_count
2024-01-01 16:54:00,inst_005,Users-Service,,,0.0361,,26.15,56.29,0
2024-01-01 16:54:00,inst_102,Customers-DB,,,0.0305,,36.41,58.73,0
2024-01-01 16:54:00,inst_006,Auth-Service,,,0.0025,,18.67,63.09,0
2024-01-01 16:54:00,inst_007,Public-API,,,0.0179,,38.78,39.93,0
2024-01-01 16:54:00,inst_008,Fraud-Detection-AI,,,0.0341,,36.96,38.28,0
2024-01-01 16:54:00,inst_103,Data-Lake,,,0.0236,,33.93,39.24,0
2024-01-01 16:54:00,inst_010,Public-API,,,0.0235,,28.06,53.02,0
2024-01-01 16:54:00,inst_011,Transaction-Processor,,,0.0452,,37.57,54.33,0
2024-01-01 16:54:00,inst_104,Transactions-DB,,,0.0152,,19.72,39.34,0
2024-01-01 16:54:00,inst_012,Monitoring-Service,,,0.042,,35.92,45.85,0
2024-01-01 16:54:00,inst_013,Public-API,,,0.0118,,17.57,63.82,0
2024-01-01 16:54:00,inst_014,Users-Service,,,0.0278,,28.48,57.66,0
2024-01-01 16:54:00,inst_105,Customers-DB,,,0.0287,,21.56,39.55,0
2024-01-01 16:55:00,inst_001,Public-API,,,0.0197,,32.83,68.11,0
2024-01-01 16:55:00,inst_002,Transaction-Processor,,,0.0483,,32.91,31.51,0
2024-01-01 16:55:00,inst_101,Transactions-DB,,,0.0408,,25.49,35.3,0
2024-01-01 16:55:00,inst_004,Mobile-Gateway,,,0.0412,,24.32,31.63,0
2024-01-01 16:55:00,inst_005,Users-Service,,,0.0105,,36.24,63.31,0
2024-01-01 16:55:00,inst_102,Customers-DB,,,0.0441,,18.83,68.26,0
2024-01-01 16:55:00,inst_006,Auth-Service,,,0.0367,,32.87,64.97,0
2024-01-01 16:55:00,inst_007,Public-API,,,0.0056,,17.47,34.88,0
2024-01-01 16:55:00,inst_008,Fraud-Detection-AI,,,0.0112,,39.36,59.8,0
2024-01-01 16:55:00,inst_103,Data-Lake,,,0.0314,,23.48,51.57,0
2024-01-01 16:55:00,inst_010,Public-API,,,0.0036,,23.47,50.83,0
2024-01-01 16:55:00,inst_011,Transaction-Processor,,,0.0103,,19.95,34.89,0
2024-01-01 16:55:00,inst_104,Transactions-DB,,,0.0191,,19.65,62.53,0
2024-01-01 16:55:00,inst_012,Monitoring-Service,,,0.0437,,41.59,50.73,0
2024-01-01 16:55:00,inst_013,Public-API,,,0.0483,,37.3,37.59,0
2024-01-01 16:55:00,inst_014,Users-Service,,,0.0286,,23.69,46.06,0
2024-01-01 16:55:00,inst_105,Customers-DB,,,0.0328,,42.56,51.5,0
2024-01-01 16:56:00,inst_001,Public-API,,,0.0486,,33.49,40.86,0
2024-01-01 16:56:00,inst_002,Transaction-Processor,,,0.0234,,19.45,60.58,0
2024-01-01 16:56:00,inst_101,Transactions-DB,,,0.0212,,19.67,57.15,0
2024-01-01 16:56:00,inst_004,Mobile-Gateway,,,0.0135,,41.01,39.21,0
2024-01-01 16:56:00,inst_005,Users-Service,,,0.0151,,20.09,41.54,0
2024-01-01 16:56:00,inst_102,Customers-DB,,,0.0208,,32.33,41.1,0
2024-01-01 16:56:00,inst_006,Auth-Service,,,0.0189,,25.45,59.94,0
2024-01-01 16:56:00,inst_007,Public-API,,,0.0186,,27.61,32.22,0
2024-01-01 16:56:00,inst_008,Fraud-Detection-AI,,,0.0069,,18.7,39.82,0
2024-01-01 16:56:00,inst_103,Data-Lake,,,0.0188,,44.28,47.26,0
2024-01-01 16:56:00,inst_010,Public-API,,,0.0251,,33.74,32.98,0
2024-01-01 16:56:00,inst_011,Transaction-Processor,,,0.0482,,40.04,44.07,0
2024-01-01 16:56:00,inst_104,Transactions-DB,,,0.0187,,36.92,41.54,0
2024-01-01 16:56:00,inst_012,Monitoring-Service,,,0.0112,,22.25,32.25,0
2024-01-01 16:56:00,inst_013,Public-API,,,0.0333,,34.82,41.06,0
2024-01-01 16:56:00,inst_014,Users-Service,,,0.0429,,32.37,47.28,0
2024-01-01 16:56:00,inst_105,Customers-DB,,,0.0257,,19.58,65.2,0
2024-01-01 16:57:00,inst_001,Public-API,,,0.0157,,31.83,69.35,0
2024-01-01 16:57:00,inst_002,Transaction-Processor,,,0.0021,,34.25,30.5,0
2024-01-01 16:57:00,inst_101,Transactions-DB,,,0.0117,,39.07,49.48,0
